split,sample_id,trajectory_rmse
ood_test,1118,0.06907222419977188
ood_test,1120,0.3554551303386688
ood_test,1121,0.09457506984472275
ood_test,1122,0.26956436038017273
ood_test,1124,0.13491350412368774
ood_test,1125,0.0919925794005394
ood_test,1126,0.21635554730892181
ood_test,1127,0.20264188945293427
ood_test,1128,0.04915637895464897
ood_test,1129,0.044149428606033325
ood_test,1130,0.04640636965632439
ood_test,1131,0.07350444048643112
ood_test,1132,0.2632516622543335
ood_test,1133,0.04222821816802025
ood_test,1134,0.04168429225683212
ood_test,1135,0.07769139111042023
ood_test,1136,0.18615154922008514
ood_test,1137,0.07632723450660706
ood_test,1138,0.03909172862768173
ood_test,1139,0.07055100053548813
ood_test,1152,0.22507652640342712
ood_test,1153,0.10828405618667603
ood_test,1155,0.24264799058437347
ood_test,1156,0.0557214692234993
ood_test,1157,0.08815713971853256
ood_test,1158,0.3372887969017029
ood_test,1161,0.17403246462345123
ood_test,1163,0.2469804286956787
ood_test,1200,0.16904385387897491
ood_test,1201,0.0822274386882782
ood_test,1202,0.08733833581209183
ood_test,1203,0.10277707129716873
ood_test,1205,0.16807320713996887
ood_test,1206,0.10973487049341202
ood_test,1207,0.06103496998548508
ood_test,1208,0.13066017627716064
ood_test,1209,0.09668905287981033
ood_test,1210,0.08771698921918869
ood_test,1211,0.1379644274711609
ood_test,1236,0.17382824420928955
ood_test,1237,0.1143065020442009
ood_test,1238,0.2805423438549042
ood_test,1239,0.20879924297332764
ood_test,1240,0.10623637586832047
ood_test,1242,0.15416979789733887
ood_test,1244,0.19011251628398895
ood_test,1245,0.0656067505478859
ood_test,1246,0.14409740269184113
ood_test,1247,0.1119767501950264
ood_test,1272,0.11894229799509048
ood_test,1273,0.14129747450351715
ood_test,1274,0.07070726901292801
ood_test,1275,0.17089545726776123
ood_test,1276,0.10316865146160126
ood_test,1277,0.12689383327960968
ood_test,1278,0.07878381758928299
ood_test,1279,0.06636634469032288
ood_test,1280,0.07920730859041214
ood_test,1281,0.2072703093290329
ood_test,1282,0.07858859747648239
ood_test,1283,0.33908089995384216
ood_test,1284,0.1285063922405243
ood_test,1285,0.04920607805252075
ood_test,1286,0.09132041782140732
ood_test,1287,0.09075360745191574
ood_test,1288,0.2032533884048462
ood_test,1289,0.07740651071071625
ood_test,1290,0.08159257471561432
ood_test,1291,0.046127285808324814
ood_test,1292,0.08732275664806366
ood_test,1293,0.050783321261405945
ood_test,1294,0.0943620428442955
ood_test,1295,0.10230784118175507
ood_test,1320,0.15095297992229462
ood_test,1321,0.14033792912960052
ood_test,1322,0.13372467458248138
ood_test,1323,0.1834741234779358
ood_test,1324,0.1514129638671875
ood_test,1325,0.07548549026250839
ood_test,1326,0.2178078591823578
ood_test,1327,0.033161554485559464
ood_test,1328,0.1144697293639183
ood_test,1329,0.21652670204639435
ood_test,1330,0.26100781559944153
ood_test,1331,0.10539428144693375
ood_test,1440,0.2076951414346695
ood_test,1441,0.2056724727153778
ood_test,1443,0.06732210516929626
ood_test,1445,0.19073128700256348
ood_test,1447,0.4400518536567688
ood_test,1448,0.1720203161239624
ood_test,1449,0.07513560354709625
ood_test,1500,0.16304568946361542
ood_test,1502,0.1092933714389801
ood_test,1503,0.10711124539375305
ood_test,1504,0.0679682120680809
ood_test,1505,0.13459113240242004
ood_test,1506,0.1094353049993515
ood_test,1507,0.19310586154460907
ood_test,1508,0.09964083135128021
ood_test,1509,0.525272786617279
ood_test,1511,0.24764525890350342
ood_test,1512,0.20188209414482117
ood_test,1513,0.07850608974695206
ood_test,1514,0.12683013081550598
ood_test,1515,0.19407843053340912
ood_test,1516,0.08057897537946701
ood_test,1517,0.08891473710536957
ood_test,1518,0.33010342717170715
ood_test,1519,0.22071143984794617
ood_test,1520,0.2510204613208771
ood_test,1521,0.15424184501171112
ood_test,1522,0.10681823641061783
ood_test,1523,0.27968791127204895
ood_test,1524,0.21076016128063202
ood_test,1525,0.12461454421281815
ood_test,1526,0.1471594274044037
ood_test,1527,0.2831633388996124
ood_test,1528,0.2569590210914612
ood_test,1529,0.24579115211963654
ood_test,1530,0.2593349814414978
ood_test,1531,0.07984960824251175
ood_test,1532,0.26911652088165283
